BioProject	AssemblyAccession	AssemblyName	Organism	SpeciesTaxid	BioSampleAccn	ContigN50	Coverage	Strain	Pathovar	Owner
PRJNA689092	GCF_028749885.1	ASM2874988v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN17198940	5135440	286	12049	campestris	Cornell University
PRJNA689092	GCF_028749865.1	ASM2874986v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN17198938	5134324	256	0792	campestris	Cornell University
PRJNA689092	GCF_028749845.1	ASM2874984v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN17198943	5120965	299	10090	campestris	Cornell University
PRJNA689092	GCF_028749825.1	ASM2874982v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN17198941	5035393	339	12112	campestris	Cornell University
PRJNA689092	GCF_028749805.1	ASM2874980v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN17198942	5054599	735	13108G	campestris	Cornell University
PRJNA689092	GCF_028749785.1	ASM2874978v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN17198944	5110763	304	08290	campestris	Cornell University
PRJNA689092	GCF_028749765.1	ASM2874976v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN17198945	5114786	195	10108	campestris	Cornell University
PRJNA689092	GCF_028749745.1	ASM2874974v1	Xanthomonas campestris pv. raphani (g-proteobacteria)	339	SAMN17198946	4906199	945	576	raphani	Cornell University
PRJNA689092	GCF_028749725.1	ASM2874972v1	Xanthomonas campestris pv. raphani (g-proteobacteria)	339	SAMN17198947	5089262	724	609	raphani	Cornell University
PRJNA689092	GCF_028749705.1	ASM2874970v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN17198949	5024671	1030	CFBP12825	campestris	Cornell University
PRJNA689092	GCF_028749685.1	ASM2874968v1	Xanthomonas campestris pv. raphani (g-proteobacteria)	339	SAMN17198948	4928562	739	719	raphani	Cornell University
PRJNA689092	GCF_028749665.1	ASM2874966v1	Xanthomonas campestris pv. incanae (g-proteobacteria)	339	SAMN17198951	4819628	687	CFBP6690	incanae	Cornell University
PRJNA689092	GCF_028749645.1	ASM2874964v1	Xanthomonas campestris pv. incanae (g-proteobacteria)	339	SAMN17198950	4951969	772	CFBP1371	incanae	Cornell University
PRJNA689092	GCF_028749625.1	ASM2874962v1	Xanthomonas campestris (g-proteobacteria)	339	SAMN17198952	5128631	737	CFBP5824		Cornell University
PRJNA689092	GCF_028749605.1	ASM2874960v1	Xanthomonas campestris pv. incanae (g-proteobacteria)	339	SAMN17198953	5008578	783	CFBP1606	incanae	Cornell University
PRJNA689092	GCF_028749585.1	ASM2874958v1	Xanthomonas campestris (g-proteobacteria)	339	SAMN17198954	5039897	756	5053		Cornell University
PRJNA689092	GCF_028749565.1	ASM2874956v1	Xanthomonas campestris pv. raphani (g-proteobacteria)	339	SAMN17198955	4906217	723	5055	raphani	Cornell University
PRJNA689092	GCF_028749545.1	ASM2874954v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN17198956	4950145	715	CFBP6943	campestris	Cornell University
PRJNA689092	GCF_020008105.1	ASM2000810v1	Xanthomonas campestris pv. incanae (g-proteobacteria)	339	SAMN17198921	4978509	423	18048	incanae	Cornell University
PRJNA641237	GCF_013388375.1	ASM1338837v1	Xanthomonas campestris pv. raphani (g-proteobacteria)	339	SAMN15347475	4942039	652.04	MAFF106181	raphani	National Agriculture and Food Research Organization (NARO)
PRJNA185980	GCF_000590355.1	20120327	Xanthomonas campestris pv. raphani (g-proteobacteria)	339	SAMN02645649	1210840	1017	CFBP 5828R	raphani	CNRS
PRJNA63187	GCF_000221965.1	ASM22196v1	Xanthomonas campestris pv. raphani 756C (g-proteobacteria)	339	SAMN02603062	4941214		756C	raphani	NCBI
PRJNA1040293	GCF_033845265.1	ASM3384526v1	Xanthomonas campestris pv. incanae (g-proteobacteria)	339	SAMN38254810	86830	70	I441	incanae	The Ohio State University
PRJNA1040293	GCF_033845225.1	ASM3384522v1	Xanthomonas campestris pv. incanae (g-proteobacteria)	339	SAMN38254812	92453	73	I443	incanae	The Ohio State University
PRJNA1040293	GCF_033845235.1	ASM3384523v1	Xanthomonas campestris pv. incanae (g-proteobacteria)	339	SAMN38254811	94425	100	I442	incanae	The Ohio State University
PRJNA185979	GCF_000590315.1	20120327	Xanthomonas campestris pv. incanae (g-proteobacteria)	339	SAMN02645670	3800062	1044	CFBP 1606R	incanae	CNRS
PRJNA185977	GCF_000590335.1	20120327	Xanthomonas campestris pv. incanae (g-proteobacteria)	339	SAMN02645671	2485103	1127	CFBP 2527R	incanae	CNRS
PRJNA774128	GCF_020813315.3	ASM2081331v3	Xanthomonas campestris pv. barbareae (g-proteobacteria)	339	SAMN22552839	5056482	83	NCPPB 983	barbareae	University of Exeter
PRJNA774128	GCF_041521275.1	ASM4152127v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN43286081	153711	80	NCPPB 4680	campestris	University of Exeter
PRJNA774128	GCF_041521265.1	ASM4152126v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN43286079	140199	70	NCPPB 3927	campestris	University of Exeter
PRJNA774128	GCF_041521255.1	ASM4152125v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN43286083	183318	95	NCPPB 1144	campestris	University of Exeter
PRJNA774128	GCF_041521225.1	ASM4152122v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN43286080	143431	50	NCPPB 4678	campestris	University of Exeter
PRJNA774128	GCF_041519825.1	ASM4151982v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN43286082	162982	70	NCPPB 4682	campestris	University of Exeter
PRJNA774128	GCF_020813315.2	ASM2081331v2	Xanthomonas campestris pv. barbareae (g-proteobacteria)	339	SAMN22552839	5060413	83	NCPPB 983	barbareae	University of Exeter
PRJNA774128	GCF_020813015.2	ASM2081301v2	Xanthomonas campestris pv. papavericola (g-proteobacteria)	339	SAMN22552843	4695898	25	NCPPB 2970	papavericola	University of Exeter
PRJNA774128	GCF_020813315.1	ASM2081331v1	Xanthomonas campestris pv. barbareae (g-proteobacteria)	339	SAMN22552839	208499	80	NCPPB 983	barbareae	University of Exeter
PRJNA774128	GCF_020813295.1	ASM2081329v1	Xanthomonas campestris pv. incanae (g-proteobacteria)	339	SAMN22552838	191313	115	NCPPB 937	incanae	University of Exeter
PRJNA774128	GCF_020813195.1	ASM2081319v1	Xanthomonas campestris (g-proteobacteria)	339	SAMN22552842	925886	99	NCPPB 4232		University of Exeter
PRJNA774128	GCF_020813175.1	ASM2081317v1	Xanthomonas campestris (g-proteobacteria)	339	SAMN22552828	141887	41	NCPPB 2586		University of Exeter
PRJNA774128	GCF_020813135.1	ASM2081313v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN22552834	163452	67	NCPPB 528	campestris	University of Exeter
PRJNA774128	GCF_020813155.1	ASM2081315v1	Xanthomonas campestris (g-proteobacteria)	339	SAMN22552831	163261	223	NCPPB 3883		University of Exeter
PRJNA774128	GCF_020813115.1	ASM2081311v1	Xanthomonas campestris pv. aberrans (g-proteobacteria)	339	SAMN22552830	145536	126	NCPPB 2986	aberrans	University of Exeter
PRJNA774128	GCF_020813085.1	ASM2081308v1	Xanthomonas campestris (g-proteobacteria)	339	SAMN22552832	163267	137	NCPPB 3884		University of Exeter
PRJNA774128	GCF_020813075.1	ASM2081307v1	Xanthomonas campestris pv. raphani (g-proteobacteria)	339	SAMN22552835	196893	42	NCPPB 1946	raphani	University of Exeter
PRJNA774128	GCF_020813055.1	ASM2081305v1	Xanthomonas campestris (g-proteobacteria)	339	SAMN22552833	184313	96	NCPPB 2918		University of Exeter
PRJNA774128	GCF_020813005.1	ASM2081300v1	Xanthomonas campestris pv. plantaginis (g-proteobacteria)	339	SAMN22552840	153285	174	NCPPB 1061	plantaginis	University of Exeter
PRJNA774128	GCF_020813015.1	ASM2081301v1	Xanthomonas campestris pv. papavericola (g-proteobacteria)	339	SAMN22552843	220536	148	NCPPB 2970	papavericola	University of Exeter
PRJNA774128	GCF_020812995.1	ASM2081299v1	Xanthomonas campestris (g-proteobacteria)	339	SAMN22552841	424918	177	NCPPB 4231		University of Exeter
PRJNA774128	GCF_020812975.1	ASM2081297v1	Xanthomonas campestris (g-proteobacteria)	339	SAMN22552837	300883	151	NCPPB 2345		University of Exeter
PRJNA774128	GCF_020812955.1	ASM2081295v1	Xanthomonas campestris (g-proteobacteria)	339	SAMN22552836	189096	133	NCPPB 4037		University of Exeter
PRJNA774128	GCF_020731405.1	ASM2073140v1	Xanthomonas campestris pv. armoraciae (g-proteobacteria)	339	SAMN22552829	149552	104	NCPPB 347	armoraciae	University of Exeter
PRJNA988133	GCA_035059395.2	ASM3505939v2	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36348488	5056395	340	WHRI 8892A	campestris	University of Exeter
PRJNA988133	GCA_041889105.1	ASM4188910v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN43274174	5022228	150	WHRI 6056	campestris	University of Exeter
PRJNA988133	GCA_035059585.2	WHRI8978v2_ONT	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36348498	5120633	2.5	WHRI 8978	campestris	University of Exeter
PRJNA988133	GCA_053646755.1	ASM5364675v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36368319	197187	197	WHRI 3873	campestris	University of Exeter
PRJNA988133	GCA_053646735.1	ASM5364673v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36368307	116520	172	WHRI 738C	campestris	University of Exeter
PRJNA988133	GCA_053646645.1	ASM5364664v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36368318	198526	189	WHRI 3851A	campestris	University of Exeter
PRJNA988133	GCA_035027605.3	ASM3502760v3	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36348502	5077991	58	WHRI 10018A	campestris	University of Exeter
PRJNA988133	GCA_035027565.3	ASM3502756v3	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36348468	5219173	43	WHRI 8497	campestris	University of Exeter
PRJNA988133	GCA_035025505.3	ASM3502550v3	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36368371	5023205	10	WHRI 6066	campestris	University of Exeter
PRJNA988133	GCA_035027605.2	ASM3502760v2	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36348502	5078887	58	WHRI 10018A	campestris	University of Exeter
PRJNA988133	GCA_035027565.2	ASM3502756v2	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36348468	5220593	43	WHRI 8497	campestris	University of Exeter
PRJNA988133	GCA_035025885.2	ASM3502588v2	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36368362	5024041	165	WHRI 6056	campestris	University of Exeter
PRJNA988133	GCA_035025505.2	ASM3502550v2	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36368371	5022730	10	WHRI 6066	campestris	University of Exeter
PRJNA988133	GCA_035061355.1	ASM3506135v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36346301	116297	190	WHRI 8346	campestris	University of Exeter
PRJNA988133	GCA_035061335.1	ASM3506133v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36346362	93794	109	WHRI 8806	campestris	University of Exeter
PRJNA988133	GCA_035061315.1	ASM3506131v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36346361	121649	196	WHRI 8333	campestris	University of Exeter
PRJNA988133	GCA_035061275.1	ASM3506127v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36346356	99912	74	WHRI 8023A	campestris	University of Exeter
PRJNA988133	GCA_035061255.1	ASM3506125v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36346303	121892	123	WHRI 8372	campestris	University of Exeter
PRJNA988133	GCA_035061235.1	ASM3506123v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36346354	81368	184	WHRI 8021	campestris	University of Exeter
PRJNA988133	GCA_035061215.1	ASM3506121v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36346357	114286	121	WHRI 8063	campestris	University of Exeter
PRJNA988133	GCA_035061195.1	ASM3506119v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36346355	124312	130	WHRI 8022A	campestris	University of Exeter
PRJNA988133	GCA_035061175.1	ASM3506117v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36346358	116624	163	WHRI 8078	campestris	University of Exeter
PRJNA988133	GCA_035061155.1	ASM3506115v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36346350	111376	170	WHRI 7809	campestris	University of Exeter
PRJNA988133	GCA_035061115.1	ASM3506111v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36346360	104546	165	WHRI 8310	campestris	University of Exeter
PRJNA988133	GCA_035061135.1	ASM3506113v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36346300	244489	141	WHRI 8337B	campestris	University of Exeter
PRJNA988133	GCA_035061095.1	ASM3506109v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36346353	79225	150	WHRI 8020A	campestris	University of Exeter
PRJNA988133	GCA_035061075.1	ASM3506107v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36346351	124884	185	WHRI 7810	campestris	University of Exeter
PRJNA988133	GCA_035061055.1	ASM3506105v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36346352	431015	123	WHRI 7942	campestris	University of Exeter
PRJNA988133	GCA_035061035.1	ASM3506103v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36346299	116918	144	WHRI 8332	campestris	University of Exeter
PRJNA988133	GCA_035061015.1	ASM3506101v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36346359	124893	213	WHRI 8127	campestris	University of Exeter
PRJNA988133	GCA_035060995.1	ASM3506099v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36346349	145844	128	WHRI 7808	campestris	University of Exeter
PRJNA988133	GCA_035060975.1	ASM3506097v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36346348	106040	101	WHRI 7807	campestris	University of Exeter
PRJNA988133	GCA_035060935.1	ASM3506093v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36346347	116406	206	WHRI 7806	campestris	University of Exeter
PRJNA988133	GCA_035060915.1	ASM3506091v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36346343	95915	216	WHRI 7795	campestris	University of Exeter
PRJNA988133	GCA_035060895.1	ASM3506089v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36346346	109318	82	WHRI 7805	campestris	University of Exeter
PRJNA988133	GCA_035060875.1	ASM3506087v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36346337	113213	257	WHRI 7292	campestris	University of Exeter
PRJNA988133	GCA_035060855.1	ASM3506085v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36346338	124898	209	WHRI 7294	campestris	University of Exeter
PRJNA988133	GCA_035060835.1	ASM3506083v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36346345	121650	157	WHRI 7804	campestris	University of Exeter
PRJNA988133	GCA_035060815.1	ASM3506081v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36346336	85714	133	WHRI 7290	campestris	University of Exeter
PRJNA988133	GCA_035060795.1	ASM3506079v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36346335	84622	208	WHRI 7289	campestris	University of Exeter
PRJNA988133	GCA_035060775.1	ASM3506077v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36346339	121864	163	WHRI 7657	campestris	University of Exeter
PRJNA988133	GCA_035060755.1	ASM3506075v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36346344	142739	166	WHRI 7803	campestris	University of Exeter
PRJNA988133	GCA_035060735.1	ASM3506073v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36346341	96763	231	WHRI 7776	campestris	University of Exeter
PRJNA988133	GCA_035060715.1	ASM3506071v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36346334	129974	145	WHRI 7287	campestris	University of Exeter
PRJNA988133	GCA_035060695.1	ASM3506069v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36346332	116620	82	WHRI 7285	campestris	University of Exeter
PRJNA988133	GCA_035060675.1	ASM3506067v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36346342	105511	331	WHRI 7782	campestris	University of Exeter
PRJNA988133	GCA_035060655.1	ASM3506065v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36346330	108874	128	WHRI 7283	campestris	University of Exeter
PRJNA988133	GCA_035060635.1	ASM3506063v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36346331	108592	138	WHRI 7284	campestris	University of Exeter
PRJNA988133	GCA_035060605.1	ASM3506060v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36346298	121864	163	WHRI 8330	campestris	University of Exeter
PRJNA988133	GCA_035060595.1	ASM3506059v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36346325	109419	187	WHRI 8837	campestris	University of Exeter
PRJNA988133	GCA_035060575.1	ASM3506057v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36346329	203056	160	WHRI 8841	campestris	University of Exeter
PRJNA988133	GCA_035060555.1	ASM3506055v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36346323	143248	138	WHRI 8816	campestris	University of Exeter
PRJNA988133	GCA_035060535.1	ASM3506053v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36346324	116624	303	WHRI 8836	campestris	University of Exeter
PRJNA988133	GCA_035060515.1	ASM3506051v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36346322	120961	207	WHRI 8804 (NCPPB 3566)	campestris	University of Exeter
PRJNA988133	GCA_035060495.1	ASM3506049v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36346297	138991	191	WHRI 8329	campestris	University of Exeter
PRJNA988133	GCA_035060475.1	ASM3506047v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36346302	116623	96	WHRI 8348	campestris	University of Exeter
PRJNA988133	GCA_035060455.1	ASM3506045v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36346333	116620	171	WHRI 7286	campestris	University of Exeter
PRJNA988133	GCA_035060415.1	ASM3506041v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36346326	144612	270	WHRI 8838	campestris	University of Exeter
PRJNA988133	GCA_035060375.1	ASM3506037v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36346319	108078	209	WHRI 8463A	campestris	University of Exeter
PRJNA988133	GCA_035060355.1	ASM3506035v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36346328	143165	203	WHRI 8840	campestris	University of Exeter
PRJNA988133	GCA_035060315.1	ASM3506031v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36346340	102474	115	WHRI 7761	campestris	University of Exeter
PRJNA988133	GCA_035060295.1	ASM3506029v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36346317	106433	200	WHRI 8459B	campestris	University of Exeter
PRJNA988133	GCA_035060195.1	ASM3506019v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36346327	152620	141	WHRI 8839	campestris	University of Exeter
PRJNA988133	GCA_035060175.1	ASM3506017v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36346316	101461	175	WHRI 8454A	campestris	University of Exeter
PRJNA988133	GCA_035060135.1	ASM3506013v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36346320	102609	138	WHRI 8468A	campestris	University of Exeter
PRJNA988133	GCA_035060115.1	ASM3506011v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36346315	113063	189	WHRI 8453B	campestris	University of Exeter
PRJNA988133	GCA_035060055.1	ASM3506005v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36346321	107178	109	WHRI 8471	campestris	University of Exeter
PRJNA988133	GCA_035059995.1	ASM3505999v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36346296	142823	96	WHRI 8323	campestris	University of Exeter
PRJNA988133	GCA_035059975.1	ASM3505997v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36348500	170833	273	WHRI 8980	campestris	University of Exeter
PRJNA988133	GCA_035059935.1	ASM3505993v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36346306	114000	170	WHRI 8387	campestris	University of Exeter
PRJNA988133	GCA_035059915.1	ASM3505991v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36346305	116620	124	WHRI 8377	campestris	University of Exeter
PRJNA988133	GCA_035059835.1	ASM3505983v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36346314	116625	156	WHRI 8452A	campestris	University of Exeter
PRJNA988133	GCA_035059345.1	ASM3505934v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36348474	105745	63	WHRI 8404	campestris	University of Exeter
PRJNA988133	GCA_035059785.1	ASM3505978v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36346318	109541	306	WHRI 8460B	campestris	University of Exeter
PRJNA988133	GCA_035059755.1	ASM3505975v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36346312	102603	178	WHRI 8449A	campestris	University of Exeter
PRJNA988133	GCA_035059735.1	ASM3505973v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36346311	109498	109	WHRI 8444A	campestris	University of Exeter
PRJNA988133	GCA_035059715.1	ASM3505971v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36346313	99238	155	WHRI 8450B	campestris	University of Exeter
PRJNA988133	GCA_035059695.1	ASM3505969v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36346310	164417	400	WHRI 8443B	campestris	University of Exeter
PRJNA988133	GCA_035059675.1	ASM3505967v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36346304	121867	112	WHRI 8374	campestris	University of Exeter
PRJNA988133	GCA_035059655.1	ASM3505965v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36346307	92774	256	WHRI 8412	campestris	University of Exeter
PRJNA988133	GCA_035059635.1	ASM3505963v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36346295	150132	331	WHRI 8322	campestris	University of Exeter
PRJNA988133	GCA_035059615.1	ASM3505961v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36348499	115784	523	WHRI 8979	campestris	University of Exeter
PRJNA988133	GCA_035059585.1	ASM3505958v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36348498	167718	376	WHRI 8978	campestris	University of Exeter
PRJNA988133	GCA_035059575.1	ASM3505957v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36346309	112256	255	WHRI 8434	campestris	University of Exeter
PRJNA988133	GCA_035059555.1	ASM3505955v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36346308	145070	205	WHRI 8430	campestris	University of Exeter
PRJNA988133	GCA_035059535.1	ASM3505953v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36348494	162284	347	WHRI 8966	campestris	University of Exeter
PRJNA988133	GCA_035059495.1	ASM3505949v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36348489	139602	313	WHRI 8894	campestris	University of Exeter
PRJNA988133	GCA_035059505.1	ASM3505950v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36348493	114057	460	WHRI 8952A	campestris	University of Exeter
PRJNA988133	GCA_035059475.1	ASM3505947v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36348490	175790	301	WHRI 8895	campestris	University of Exeter
PRJNA988133	GCA_035059455.1	ASM3505945v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36348501	194750	326	WHRI 8981	campestris	University of Exeter
PRJNA988133	GCA_035059435.1	ASM3505943v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36348495	176770	456	WHRI 8968	campestris	University of Exeter
PRJNA988133	GCA_035059395.1	ASM3505939v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36348488	175790	339	WHRI 8892A	campestris	University of Exeter
PRJNA988133	GCA_035059405.1	ASM3505940v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36348497	167717	401	WHRI 8976	campestris	University of Exeter
PRJNA988133	GCA_035059375.1	ASM3505937v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36348439	108773	107	WHRI 8808	campestris	University of Exeter
PRJNA988133	GCA_035059355.1	ASM3505935v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36348469	141147	134	WHRI 8629	campestris	University of Exeter
PRJNA988133	GCA_035059305.1	ASM3505930v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36348485	175836	160	WHRI 10033A	campestris	University of Exeter
PRJNA988133	GCA_035059315.1	ASM3505931v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36348504	167853	357	WHRI 10019A	campestris	University of Exeter
PRJNA988133	GCA_035059285.1	ASM3505928v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36346294	98914	154	WHRI 8320	campestris	University of Exeter
PRJNA988133	GCA_035059245.1	ASM3505924v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36348484	163450	213	WHRI 8721	campestris	University of Exeter
PRJNA988133	GCA_035059185.1	ASM3505918v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36348438	112532	138	WHRI 8807	campestris	University of Exeter
PRJNA988133	GCA_035059065.1	ASM3505906v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36348483	105282	218	WHRI 8779	campestris	University of Exeter
PRJNA988133	GCA_035059085.1	ASM3505908v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36348487	124977	189	WHRI 8541	campestris	University of Exeter
PRJNA988133	GCA_035059075.1	ASM3505907v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36348477	123025	74	WHRI 8713	campestris	University of Exeter
PRJNA988133	GCA_035059025.1	ASM3505902v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36348496	107284	317	WHRI 8975A	campestris	University of Exeter
PRJNA988133	GCA_035059005.1	ASM3505900v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36348478	141691	210	WHRI 8763	campestris	University of Exeter
PRJNA988133	GCA_035058925.1	ASM3505892v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36348479	147274	59	WHRI 10030A	campestris	University of Exeter
PRJNA988133	GCA_035058875.1	ASM3505887v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36348476	156264	58	WHRI 8646	campestris	University of Exeter
PRJNA988133	GCA_035058795.1	ASM3505879v1	Xanthomonas campestris pv. campestris (g-proteobacteria)	339	SAMN36348482	100929	194	WHRI 8648	campestris	University of Exeter
